Country Name,Country Code,Indicator Name,Indicator Code,Year,Value
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1989,65831935484
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1989,5672569449
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1989,9.28661E+11
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1989,4404937853
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,1989,4221373674
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1989,3.10946E+12
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1989,8283114514
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,1989,44282882.21
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1989,192518518.5
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1989,2.46929E+11
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,1989,24313855653
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,1989,714046821.1
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,1989,2717998688
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,1989,486666666.7
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,1989,1119983801
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1989,6987267684
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,1989,495409232.6
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1989,10037674038
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,1989,2705665492
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1989,26314313191
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,1989,2010083833
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,1989,3175638333
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,1989,189514434.2
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1989,2.21403E+11
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,1989,72798000
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,1989,2181821909
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,1989,2118574772
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1989,2013448240
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,1989,3576966800
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1989,1450647019
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,1989,2181934976
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,1989,2314205129
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1989,38847965293
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,1989,2535135798
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,1989,2185082939
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1989,2179567114
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1989,44003061108
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,1989,1013211921
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1989,2.58337E+11
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1989,1.02634E+11
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,1989,3525225833
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1989,43920222525
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,1989,9372171651
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1989,40171106279
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1989,5918469800
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1989,22499558526
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1989,48513773721
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,1989,3546472566
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1989,28161200000
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1989,60594092182
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1989,4757732200
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,1989,2731683484
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,1989,6487912088
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,1989,41450777202
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1989,5.06631E+11
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1989,2405022593
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1989,95344352824
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1989,21408111111
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1989,6366039373
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1989,30465364739
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1989,172882410.7
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,1989,932974411.9
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,1989,4372215300
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,1989,1092392963
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1989,542600000
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1989,2.17948E+11
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1989,696921542.4
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1989,324333366.5
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1989,18609532294
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,1989,1433686312
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,1989,1352949667
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1989,72250748100
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,1989,2800000000
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,1989,106344855
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1989,4323058824
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,1989,10101851745
Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,1989,1.07127E+11
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,1989,4420167578
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1989,5276480799
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,1989,80731578947
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1989,8438951476
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1989,5.64158E+12
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,1989,214745002.2
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,1989,43536709104
Viet Nam,VNM,GDP (current US$),NY.GDP.MKTP.CD,1989,6293304975
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,1989,154013202.1
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,1989,122888609.7
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1989,1.08056E+11
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,1989,3994585203
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1989,8286322700
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,1990,764804469.3
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1990,11236275843
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1990,2028553750
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1990,1028989692
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1990,50701443748
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1990,1.41353E+11
Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,1990,2256863449
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,1990,459470370.4
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1990,3.11421E+11
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1990,1.66463E+11
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,1990,8884848485
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,1990,1132101253
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1990,2.05332E+11
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,1990,1959965330
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1990,3101300779
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,1990,31598340778
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,1990,20632090909
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,1990,4229787234
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,1990,3166000000
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1990,545686365.5
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,1990,1592400000
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1990,4867582598
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1990,4.61952E+11
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,1990,2012131457
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,1990,3520487627
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,1990,287765007.1
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,1990,3790636324
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1990,1440711459
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1990,5.96076E+11
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1990,2.65764E+11
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,1990,33137824753
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1990,3.94566E+11
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1990,10795850585
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,1990,12314482628
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,1990,9329305478
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,1990,2798746050
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1990,47844090710
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,1990,429622177.7
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,1990,306890962.6
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1990,5711687787
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,1990,28645436569
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,1990,5591130218
Czechia,CZE,GDP (current US$),NY.GDP.MKTP.CD,1990,40728950705
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1990,1.77167E+12
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,1990,452328087.3
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,1990,201429629.6
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1990,1.38247E+11
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1990,7073675545
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1990,62048507531
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1990,15239272612
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,1990,42978914311
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1990,5.36559E+11
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1990,12175166763
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1990,1.41438E+11
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1990,1337017559
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1990,1.26918E+12
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,1990,960805408.9
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,1990,147200000
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,1990,5952293765
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1990,1.09317E+12
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,1990,7500000000
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1990,5889106573
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,1990,2666750819
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1990,317083695.5
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,1990,243961995.5
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,1990,112119411.5
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,1990,97891092003
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,1990,278098763
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,1990,1018977280
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1990,7650196845
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,1990,396582263.3
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1990,76928784621
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,1990,4923009552
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,1990,3096289800
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,1990,1.06141E+11
India,IND,GDP (current US$),NY.GDP.MKTP.CD,1990,3.20979E+11
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1990,49305632408
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,1990,1.24813E+11
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1990,1.80408E+11
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1990,6468736356
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1990,1.18122E+12
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1990,4592208087
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,1990,4160087508
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1990,3.1859E+12
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,1990,26932016270
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1990,8572359038
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,1990,2675000000
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,1990,42933296.49
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1990,217259259.3
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1990,2.83366E+11
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,1990,18427777778
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,1990,865559879.4
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,1990,2838485354
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,1990,28904164239
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,1990,579629629.6
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,1990,1421509216
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1990,8032551173
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,1990,596410263.7
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1990,12778792854
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,1990,3246481233
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1990,30179954775
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,1990,2481307077
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,1990,3931334875
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,1990,215043969.8
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1990,2.61254E+11
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,1990,78476000
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,1990,4699646643
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,1990,2681912149
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,1990,2547163582
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1990,2115193503
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,1990,2560785660
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1990,1506914408
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,1990,2653485893
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,1990,2737087862
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1990,44024585240
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,1990,2789921853
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,1990,2529440424
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1990,3512356508
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1990,54035795388
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,1990,1009455484
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1990,3.18331E+11
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1990,1.19792E+11
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,1990,3627560282
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1990,45495129385
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,1990,11685045514
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1990,40010423970
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1990,6433967000
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1990,26410386963
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1990,50508286642
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,1990,3219729083
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,1990,65977748211
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1990,30603919000
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1990,78713860217
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1990,5812114523
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,1990,3320159522
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,1990,7360439423
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,1990,38247882300
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1990,5.17014E+11
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1990,2550185679
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1990,1.1763E+11
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1990,33641222222
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1990,7390967360
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1990,36144336769
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1990,214877666.7
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,1990,649644097.6
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,1990,4817542204
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,1990,917044228
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1990,388400000
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,1990,12747380650
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1990,2.61846E+11
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1990,1114694041
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1990,392163560.9
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1990,23904498886
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,1990,1738605558
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,1990,1628427587
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1990,85343190719
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,1990,2629395066
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,1990,3000000000
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,1990,113563821.6
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1990,5068000000
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,1990,12290568182
Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,1990,1.50656E+11
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,1990,8824743.942
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,1990,4258742892
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1990,4304399310
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,1990,79523809524
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1990,9298807850
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1990,5.96314E+12
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,1990,13360607991
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,1990,240366666.7
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,1990,48606952195
Viet Nam,VNM,GDP (current US$),NY.GDP.MKTP.CD,1990,6471740806
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,1990,168879207.2
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,1990,125766269.8
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,1990,12643821569
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1990,1.26048E+11
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,1990,3285217391
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1990,8783816700
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,1991,872067039.1
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1991,10401188707
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1991,1099559028
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1991,1106891362
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1991,51552165622
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1991,1.8972E+11
Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,1991,2069870130
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,1991,481707407.4
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1991,3.25967E+11
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1991,1.73794E+11
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,1991,5344000000
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,1991,1167398478
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1991,2.10511E+11
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,1991,1986437797
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1991,3135045584
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,1991,30957483950
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,1991,10943548387
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,1991,4616223404
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,1991,3111160000
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1991,594975697
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,1991,1634900000
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1991,5343262457
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1991,4.07338E+11
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,1991,2020583702
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,1991,3701774189
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,1991,240294286
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,1991,3942876703
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1991,1377374987
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1991,6.12528E+11
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1991,2.68902E+11
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,1991,37846188181
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1991,4.13375E+11
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1991,10492628588
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,1991,11840192296
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,1991,2724853506
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1991,49637993949
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,1991,424108769.5
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,1991,319827058.6
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1991,7196276092
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,1991,24316556026
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,1991,5770197348
Czechia,CZE,GDP (current US$),NY.GDP.MKTP.CD,1991,29859921159
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1991,1.86895E+12
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,1991,462421998.5
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,1991,219762963
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1991,1.39225E+11
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1991,9824483340
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1991,45715676428
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1991,16988535268
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,1991,37387836491
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1991,5.77166E+11
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1991,13463868357
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1991,1.27774E+11
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1991,1383883250
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1991,1.26928E+12
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,1991,909253214.8
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,1991,166200000
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,1991,5402919785
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1991,1.1428E+12
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,1991,6400000000
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1991,6603185268
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,1991,3015058207
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1991,690311080.5
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,1991,257150374.1
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,1991,110906028.5
